,age,numclaims,veh_age,veh_value
2225,2,0,2,2.47
2226,2,0,1,2.86
2227,1,0,2,1.74
2228,2,0,3,0.74
2229,2,0,0,1.9
2230,1,0,2,0.83
2231,1,0,3,1.27
2232,1,0,2,2.81
2233,1,0,3,0.59
2234,1,0,2,1.13
2235,2,0,2,0.82
2236,1,0,3,2.27
2237,2,0,1,1.79
2238,2,0,2,1.69
2239,1,0,2,1.29
2240,3,0,0,2.48
2241,1,1,2,2.51
2242,1,0,2,1.42
2243,2,0,3,0.34
2244,1,0,0,1.549
2245,3,0,3,0.77
2246,1,0,1,4.11
2247,3,0,3,0.39
2248,1,0,2,2.38
2249,1,2,3,0.37
2250,2,0,2,1.99
2251,2,1,1,4.27
2252,2,0,2,1.22
2253,0,0,0,2.76
2254,1,0,2,1.18
2255,1,0,3,0.37
2256,0,0,1,1.1
2257,1,0,3,1.59
2258,0,0,1,0.99
2259,2,0,1,1.71
2260,1,0,2,2.9
2261,1,0,2,1.12
2262,1,0,1,1.7
2263,2,0,0,5.7
2264,1,0,2,1.15
2265,1,0,1,1.47
2266,1,0,3,1.36
2267,1,0,3,0.62
2268,1,0,2,1.0
2269,2,0,0,2.35
2270,3,0,3,1.33
2271,3,0,3,0.61
2272,1,0,3,0.5
2273,2,0,1,4.63
2274,1,0,1,1.71
2275,2,0,1,1.44
2276,1,0,3,0.31
2277,0,0,3,0.7
2278,2,0,3,0.74
2279,1,0,3,1.33
2280,0,1,2,1.22
2281,3,0,0,2.42
2282,0,0,2,2.77
2283,2,0,3,1.47
2284,0,0,3,1.06
2285,1,1,3,0.69
2286,2,0,0,1.39
2287,1,1,2,1.59
2288,0,0,3,0.7
2289,0,0,2,1.67
2290,1,0,3,1.31
2291,1,1,1,1.66
2292,1,0,2,1.49
2293,1,0,3,1.38
2294,2,0,3,1.21
2295,3,0,3,0.7
2296,1,0,0,2.27
2297,1,0,3,1.22
2298,0,0,3,1.36
2299,0,0,3,0.54
2300,1,0,2,2.65
2301,3,0,1,1.91
2302,2,0,1,1.84
2303,3,0,2,1.42
2304,3,0,2,1.4
2305,2,0,0,2.29
2306,0,0,0,2.49
2307,1,0,1,2.04
2308,3,0,2,1.54
2309,1,0,1,4.25
2310,2,1,1,1.38
2311,2,0,3,0.7
2312,0,0,0,4.82
2313,1,0,2,3.14
2314,0,0,2,1.03
2315,3,0,1,1.73
2316,1,0,0,1.41
2317,2,0,2,1.35
2318,1,0,1,1.74
2319,1,0,0,1.88
2320,0,0,1,1.43
2321,1,0,2,1.08
2322,1,0,0,1.76
2323,1,0,3,0.7
2324,0,0,1,1.62
2325,1,0,1,1.92
2326,3,0,3,1.33
2327,2,0,2,0.93
2328,2,0,3,0.48
2329,0,0,1,4.28
2330,1,0,3,1.13
2331,3,0,3,0.37
2332,0,0,0,3.54
2333,2,0,3,0.46
2334,3,0,2,1.43
2335,1,0,2,1.47
2336,2,0,0,4.63
2337,0,0,3,0.44
2338,1,0,3,0.4
2339,3,0,2,1.2
2340,0,0,2,2.33
2341,1,0,0,2.25
2342,1,0,1,1.75
2343,1,0,2,1.6
2344,1,0,3,1.81
2345,1,0,3,1.25
2346,0,0,3,0.77
2347,1,0,2,1.82
2348,0,0,3,0.88
2349,1,0,1,1.93
2350,2,0,0,2.5
2351,0,0,3,0.6
2352,0,0,1,1.26
2353,0,0,2,1.02
2354,0,0,1,1.42
2355,1,0,2,0.77
2356,0,0,0,2.1
2357,3,0,0,2.3
2358,1,0,0,2.49
2359,1,0,3,0.96
2360,0,0,3,0.62
2361,0,0,3,1.05
2362,1,0,2,3.34
2363,0,0,3,1.36
2364,1,0,1,1.9
2365,1,0,1,1.25
2366,2,0,1,1.82
2367,0,0,1,1.41
2368,1,0,0,2.43
2369,1,0,3,0.6
2370,1,0,2,1.04
2371,2,0,3,1.53
2372,0,0,3,1.57
2373,1,0,2,1.93
2374,1,0,0,2.82
2375,2,0,3,0.66
2376,1,0,1,0.93
2377,1,0,2,0.85
2378,1,1,2,3.76
2379,1,0,3,1.93
2380,0,0,2,1.18
2381,3,1,0,6.05
2382,2,0,2,3.1
2383,1,0,1,1.75
2384,1,0,1,4.18
2385,1,0,2,1.06
2386,1,0,1,1.41
2387,2,0,3,0.44
2388,1,0,0,1.94
2389,3,0,0,3.17
2390,3,0,1,1.94
2391,3,0,1,1.16
2392,1,0,1,2.2
2393,0,0,2,1.07
2394,1,0,2,0.88
2395,3,0,1,1.64
2396,1,0,2,1.33
2397,1,0,3,0.39
2398,3,0,1,2.17
2399,1,0,1,2.48
2400,0,0,2,0.76
2401,0,0,1,1.71
2402,1,1,2,2.81
2403,1,0,2,1.9
2404,1,0,1,2.1
2405,1,0,0,4.44
2406,1,0,1,1.49
2407,1,0,0,2.62
2408,1,0,1,9.65
2409,2,0,1,1.94
2410,0,0,3,1.12
2411,2,0,1,1.81
2412,1,0,1,4.37
2413,1,0,0,2.29
2414,3,0,0,2.29
2415,1,0,3,0.66
2416,0,0,3,0.52
2417,0,0,3,0.91
2418,2,0,0,2.31
2419,2,0,0,4.67
2420,0,0,1,1.89
2421,2,0,1,2.38
2422,0,0,1,1.74
2423,1,0,0,2.61
2424,1,0,0,1.76
2425,2,0,3,0.5
2426,0,0,0,1.96
2427,1,0,3,0.72
2428,2,0,2,0.96
2429,1,0,1,4.29
2430,0,0,0,3.799
2431,0,0,3,0.41
2432,1,0,3,0.77
2433,1,0,3,0.91
2434,3,0,0,1.399
2435,2,0,2,0.82
2436,1,0,1,2.13
2437,1,0,0,2.92
2438,1,0,2,1.2
2439,1,0,2,0.79
2440,1,0,3,0.34
2441,2,1,2,1.46
2442,1,0,2,2.85
2443,1,0,2,0.8
2444,0,0,0,2.67
2445,0,0,3,1.32
2446,1,0,0,3.1
2447,2,0,3,0.35
2448,0,0,3,0.37
2449,0,0,1,1.26
2450,1,0,1,1.9
2451,0,0,2,2.01
2452,0,0,0,2.82
2453,0,0,1,2.77
2454,2,0,3,1.59
2455,1,1,1,2.79
2456,2,0,1,4.11
2457,1,0,2,1.82
2458,2,1,3,0.52
2459,1,0,1,3.87
2460,3,0,2,1.19
2461,0,1,0,1.42
2462,0,0,3,1.77
2463,0,0,1,1.74
2464,3,0,2,0.91
2465,1,0,3,1.5
2466,0,0,1,4.0
2467,3,0,1,2.27
2468,0,0,2,1.32
2469,1,0,1,1.58
2470,1,0,1,1.4
2471,0,0,2,0.77
2472,1,0,0,2.21
2473,0,0,0,2.32
2474,0,0,2,1.04
2475,1,0,2,1.04
2476,1,0,3,0.5
2477,1,0,3,1.56
2478,1,0,1,3.04
2479,1,0,1,4.13
2480,1,0,1,2.15
2481,1,0,1,4.29
2482,0,1,1,3.2
2483,3,0,0,2.6
2484,0,0,0,2.53
2485,2,0,2,1.08
2486,1,0,3,0.44
2487,1,0,2,1.32
2488,0,0,0,1.4
2489,2,0,2,1.21
2490,0,0,0,2.29
2491,0,0,0,2.2
2492,1,0,2,1.13
2493,1,0,1,3.15
2494,1,0,1,1.61
2495,0,0,0,1.67
2496,2,0,3,0.73
2497,2,0,0,7.58
2498,0,0,0,1.77
2499,0,0,3,0.75
2500,0,0,0,1.399
2501,1,0,3,0.53
2502,0,0,3,0.98
2503,1,0,3,1.2
2504,1,0,0,5.236
2505,1,2,1,1.61
2506,2,0,2,2.92
2507,0,0,2,3.22
2508,0,0,3,2.23
2509,1,0,2,1.3
2510,1,0,0,2.374
2511,0,1,2,2.15
2512,1,0,1,2.16
2513,3,0,3,0.53
2514,3,0,0,1.85
2515,1,0,1,1.57
2516,1,0,3,1.16
2517,1,0,0,2.21
2518,1,0,2,1.0
2519,1,0,0,5.16
2520,1,0,1,2.0
2521,2,0,2,4.38
2522,3,0,3,1.18
2523,3,0,1,1.74
2524,1,0,3,1.33
2525,2,0,3,1.43
2526,1,0,2,1.32
2527,1,0,2,1.83
2528,0,0,3,0.71
2529,2,0,3,0.31
2530,2,0,2,4.0
2531,2,0,0,1.95
2532,1,0,3,0.83
2533,1,0,0,1.58
2534,2,0,1,1.21
2535,0,0,1,1.85
2536,3,0,3,0.5
2537,0,0,0,1.48
2538,1,0,0,3.92
2539,1,0,1,2.54
2540,2,0,2,1.25
2541,1,0,2,1.25
2542,2,0,2,1.35
2543,1,0,0,2.77
2544,2,0,0,5.25
2545,1,0,0,2.66
2546,2,0,2,0.81
2547,3,0,1,1.39
2548,3,0,2,0.89
2549,2,0,3,1.08
2550,0,0,2,4.33
2551,2,0,0,5.19
2552,1,0,2,2.82
2553,2,0,2,1.91
2554,0,0,2,1.24
2555,0,0,0,2.0
2556,0,0,1,1.13
2557,2,0,1,4.38
2558,0,0,3,1.25
2559,0,0,1,1.99
2560,0,0,1,1.36
2561,2,0,0,5.07
2562,1,0,1,1.28
2563,0,0,3,1.18
2564,0,0,3,0.9
2565,2,0,1,3.83
2566,1,0,3,0.37
2567,1,0,2,1.29
2568,3,0,1,1.0
2569,0,0,3,0.32
2570,1,0,3,1.21
2571,0,0,2,1.01
2572,2,0,1,1.74
2573,3,0,0,1.97
2574,1,0,2,2.39
2575,3,0,1,1.36
2576,1,0,0,1.94
2577,3,0,2,1.52
2578,1,1,1,1.57
2579,1,0,1,2.05
2580,2,0,1,1.9
2581,2,0,3,0.43
2582,0,0,3,1.77
2583,1,0,1,1.5
2584,1,0,2,2.52
2585,1,0,2,0.77
2586,2,0,1,5.53
2587,2,0,1,2.56
2588,0,1,2,1.06
2589,1,0,3,1.16
2590,0,0,1,2.1
2591,0,0,3,0.29
2592,0,0,0,5.16
2593,2,0,1,1.61
2594,2,0,2,1.48
2595,0,0,2,0.81
2596,0,0,2,1.01
2597,1,0,1,3.09
2598,1,0,1,1.26
2599,3,0,1,2.56
2600,0,0,2,1.16
2601,0,0,2,0.97
2602,3,0,0,1.38
2603,0,0,2,1.51
2604,3,0,1,1.13
2605,1,0,3,0.31
2606,1,0,0,2.56
2607,2,0,2,1.29
2608,0,0,2,1.97
2609,1,0,0,2.43
2610,1,0,2,1.24
2611,1,0,3,1.22
2612,0,0,0,1.77
2613,1,0,0,3.28
2614,1,0,0,1.349
2615,1,0,1,1.38
2616,1,0,3,1.93
2617,2,0,2,0.97
2618,0,0,1,1.67
2619,0,0,2,1.23
2620,1,0,2,0.84
2621,1,0,1,1.26
2622,1,0,1,2.23
2623,1,0,3,0.69
2624,2,0,2,0.97
2625,3,0,1,1.44
2626,3,0,0,2.05
2627,3,0,2,1.3
2628,3,0,3,1.1
2629,0,0,2,2.47
2630,2,0,3,0.89
2631,2,0,1,1.28
2632,1,0,3,0.47
2633,1,0,0,4.65
2634,0,0,0,5.16
2635,3,0,0,2.32
2636,1,0,3,0.41
2637,1,0,1,2.77
2638,1,0,3,2.73
2639,1,0,2,3.01
2640,1,0,2,2.93
2641,0,1,0,5.25
2642,0,0,3,1.0
2643,0,0,2,2.63
2644,1,0,1,1.28
2645,0,1,2,1.27
2646,0,0,1,2.0
2647,1,0,1,1.21
2648,1,0,2,0.77
2649,0,0,2,1.29
2650,0,0,1,1.46
2651,0,0,1,2.1
2652,0,0,0,2.76
2653,1,0,0,1.5
2654,0,0,1,1.81
2655,0,0,3,0.68
2656,0,0,2,1.04
2657,0,0,3,0.69
2658,0,0,2,1.33
2659,1,0,2,1.01
2660,1,1,2,1.45
2661,3,0,2,1.16
2662,1,0,1,1.85
2663,1,0,0,2.78
2664,3,0,1,2.18
2665,2,0,1,1.8
2666,0,0,1,1.52
2667,2,1,3,1.41
2668,0,0,2,2.32
2669,3,0,2,1.1
2670,1,0,2,1.27
2671,3,0,3,0.41
2672,3,0,2,1.01
2673,3,0,2,1.2
2674,1,0,2,0.9
2675,2,0,3,0.43
2676,1,0,2,1.36
2677,2,0,3,0.38
2678,3,0,1,1.4
2679,3,0,1,1.89
2680,2,0,0,7.02
2681,1,0,0,2.5
2682,1,0,3,0.4
2683,0,0,3,0.51
2684,3,0,0,2.25
2685,1,0,1,2.65
2686,1,0,2,1.27
2687,1,0,1,1.97
2688,1,0,3,0.82
2689,3,0,3,0.53
2690,1,0,1,1.1
2691,2,0,1,1.7
2692,0,0,2,1.56
2693,1,0,1,1.24
2694,1,0,3,1.18
2695,0,0,1,5.39
2696,2,0,2,1.88
2697,0,0,3,1.16
2698,1,0,2,0.67
2699,2,2,1,3.35
2700,0,0,3,0.69
2701,0,0,0,1.47
2702,3,0,2,0.93
2703,0,1,3,1.84
2704,2,0,2,1.08
2705,1,1,1,1.78
2706,1,0,2,2.74
2707,1,0,1,2.13
2708,2,0,1,1.62
2709,1,0,2,2.74
2710,2,0,3,1.18
2711,1,0,0,1.48
2712,2,0,1,1.53
2713,2,0,0,3.399
2714,1,0,0,4.66
2715,1,0,2,2.22
2716,0,0,2,1.11
2717,1,0,3,0.95
2718,1,0,2,1.34
2719,2,0,0,3.129
2720,1,0,2,1.32
2721,1,0,3,0.72
2722,1,0,3,1.81
2723,2,0,3,0.31
2724,0,0,3,1.16
2725,0,1,2,1.01
2726,1,0,1,1.85
2727,3,0,2,1.27
2728,3,0,3,0.62
2729,1,0,2,1.22
2730,2,0,2,1.67
2731,2,0,1,1.9
2732,1,0,0,1.399
2733,2,0,0,2.81
2734,1,0,0,1.77
2735,3,0,2,0.78
2736,2,0,2,1.45
2737,2,0,3,0.79
2738,0,0,2,4.0
2739,0,0,0,2.06
2740,1,0,2,0.92
2741,2,0,3,1.75
2742,1,0,1,2.5
2743,1,0,2,1.38
2744,3,0,3,0.43
2745,2,0,1,2.66
2746,0,0,0,1.549
2747,3,0,1,2.35
2748,1,0,1,1.88
2749,1,0,1,2.38
2750,2,0,1,2.38
2751,2,0,2,1.13
2752,0,0,3,1.05
2753,1,0,0,4.63
2754,0,1,3,1.18
2755,0,0,0,5.16
2756,1,0,2,1.44
2757,1,0,0,1.42
2758,2,1,0,1.428
2759,1,0,1,1.3
2760,1,0,2,0.99
2761,3,0,1,1.99
2762,2,0,3,1.42
2763,2,0,3,0.58
2764,3,0,1,1.74
2765,3,0,2,1.15
2766,0,0,1,1.49
2767,1,0,1,1.62
2768,0,0,3,1.58
2769,3,0,1,2.12
2770,2,0,3,1.5
2771,3,0,1,1.51
2772,1,1,2,2.02
2773,3,0,3,0.28
2774,1,0,1,2.31
2775,0,0,1,1.67
2776,2,0,3,0.41
2777,3,0,3,1.21
2778,1,0,1,1.86
2779,1,0,0,2.02
2780,1,0,3,0.44
2781,2,0,1,1.87
2782,3,0,3,1.25
2783,1,0,1,1.23
2784,0,0,0,2.66
2785,1,0,0,2.53
2786,2,0,2,1.15
2787,1,1,2,3.4
2788,2,0,2,0.98
2789,1,0,3,1.93
2790,3,0,1,1.66
2791,3,0,3,0.44
2792,3,0,1,1.3
2793,1,0,2,1.16
2794,1,0,2,1.37
2795,0,0,3,0.83
2796,0,0,1,1.35
2797,1,0,3,0.39
2798,1,0,3,0.52
2799,0,0,1,1.47
2800,1,0,0,1.39
2801,2,0,2,0.84
2802,1,0,0,2.14
2803,0,0,0,1.36
2804,2,0,2,2.73
2805,0,0,2,2.53
2806,2,0,2,0.9
2807,1,0,1,1.78
2808,1,0,2,0.83
2809,0,0,2,1.14
2810,1,0,1,3.78
2811,1,0,1,1.81
2812,0,0,2,1.29
2813,2,0,1,1.63
2814,1,0,2,2.03
2815,1,0,3,1.36
2816,2,0,0,1.44
2817,1,0,1,1.71
2818,1,0,2,1.27
2819,1,0,3,1.38
2820,3,0,0,2.73
2821,3,0,0,2.3
2822,0,1,0,1.37
2823,2,0,1,1.96
2824,0,0,0,1.55
2825,3,0,0,2.53
2826,1,0,2,1.29
2827,3,0,0,2.66
2828,2,0,3,0.39
2829,2,0,0,2.42
2830,3,0,2,1.47
2831,1,1,3,0.39
2832,1,0,3,0.66
2833,2,0,0,1.99
2834,3,0,3,0.5
2835,1,0,3,1.31
2836,1,0,0,5.236
2837,1,0,2,1.89
2838,2,0,3,1.27
2839,1,0,2,1.31
2840,1,0,3,1.66
2841,1,0,1,4.92
2842,2,0,3,0.9
2843,3,0,3,0.71
2844,1,0,3,1.07
2845,1,0,3,1.45
2846,1,0,1,1.47
2847,2,0,3,0.41
2848,3,0,3,1.01
2849,3,0,2,1.45
2850,0,0,0,2.8
2851,1,0,3,1.23
2852,2,0,3,1.27
2853,0,0,2,0.85
2854,1,0,0,2.07
2855,2,0,2,1.52
2856,1,0,2,2.89
2857,1,0,1,1.79
2858,1,0,3,0.91
2859,1,0,3,1.02
2860,1,0,0,4.54
2861,1,0,1,1.74
2862,2,0,3,0.7
2863,1,0,2,1.06
2864,0,0,2,1.73
2865,1,0,1,1.47
2866,1,0,0,1.95
2867,0,0,0,2.8
2868,2,1,0,3.22
2869,2,0,0,5.633
2870,0,0,1,2.17
2871,0,1,3,0.62
2872,1,0,3,1.49
2873,0,0,2,1.41
2874,1,0,3,0.68
2875,0,1,0,2.83
2876,1,1,1,2.09
2877,0,0,0,1.93
2878,0,0,3,0.71
2879,1,0,1,1.86
2880,0,0,1,2.46
2881,3,0,0,5.25
2882,2,0,1,1.99
2883,0,1,1,3.96
2884,1,0,3,0.34
2885,0,0,3,0.41
2886,0,1,2,0.83
2887,2,0,0,1.41
2888,0,1,1,1.48
2889,2,0,1,1.38
2890,1,0,0,4.48
2891,3,0,0,2.68
2892,0,0,3,1.33
2893,1,0,0,4.799
2894,2,0,1,3.9
2895,0,0,0,1.87
2896,0,0,0,1.34
2897,1,0,0,2.42
2898,1,0,1,3.81
2899,1,0,1,1.85
2900,2,0,1,4.8
2901,1,0,1,1.84
2902,2,1,0,3.21
2903,2,0,1,1.36
2904,0,0,3,0.46
2905,0,0,1,4.16
2906,0,0,3,1.82
2907,2,0,1,1.84
2908,2,0,2,1.28
2909,3,0,1,1.85
2910,1,1,2,1.64
2911,0,0,1,1.39
2912,3,0,2,0.88
2913,3,0,0,1.73
2914,0,0,1,1.21
2915,3,0,1,1.74
2916,1,0,2,0.77
2917,3,0,3,0.73
2918,2,0,1,1.04
2919,3,0,0,2.56
2920,1,0,1,1.53
2921,1,0,3,0.97
2922,2,0,2,2.54
2923,1,0,1,1.74
2924,1,0,0,4.05
2925,1,0,0,5.18
2926,3,0,2,2.62
2927,3,0,0,2.65
2928,2,0,2,1.86
2929,1,0,2,1.19
2930,3,0,1,2.33
2931,3,0,0,6.05
2932,1,0,3,1.95
2933,1,0,0,2.81
2934,1,0,2,2.55
2935,0,0,1,3.65
2936,1,0,2,3.04
2937,3,1,2,1.28
2938,1,0,3,1.28
2939,0,0,1,1.57
2940,2,1,3,2.49
2941,0,0,2,2.5
2942,0,0,2,0.84
2943,0,0,1,3.19
2944,0,0,2,0.87
2945,0,0,1,1.41
2946,1,0,3,6.94
2947,1,0,0,1.7
2948,3,0,2,0.99
2949,3,0,2,6.3
2950,2,0,2,1.52
2951,1,0,2,1.2
2952,2,0,1,2.21
2953,1,0,2,0.83
2954,2,1,1,1.71
2955,0,0,0,1.62
2956,3,0,1,1.57
2957,1,0,2,1.61
2958,1,0,2,0.92
2959,1,0,0,5.76
2960,0,0,1,1.77
2961,1,0,0,4.16
2962,2,0,1,1.74
2963,1,0,2,1.13
2964,0,0,3,1.15
2965,0,0,2,1.29
2966,3,0,2,1.59
2967,1,0,2,4.0
2968,1,0,1,3.94
2969,1,0,3,0.39
2970,0,0,2,1.01
2971,2,0,1,1.72
2972,0,0,0,2.85
2973,1,0,0,1.87
2974,1,0,0,1.37
2975,1,0,2,2.06
2976,1,0,2,0.92
2977,1,2,3,0.39
2978,1,0,0,2.48
2979,1,0,3,1.05
2980,0,0,2,0.84
2981,1,0,2,1.19
2982,0,0,2,2.62
2983,1,0,3,1.59
2984,1,1,0,2.199
2985,1,0,3,0.69
2986,1,0,3,0.58
2987,0,0,1,2.15
2988,0,0,2,2.42
2989,2,0,0,2.199
2990,1,0,0,2.4
2991,2,1,1,1.85
2992,0,0,2,2.04
2993,3,0,2,0.96
2994,0,0,2,0.72
2995,0,0,3,0.72
2996,1,0,2,0.68
2997,1,0,3,0.46
2998,3,0,3,0.94
2999,1,0,3,1.18
3000,0,0,1,3.68
3001,0,0,0,6.64
3002,2,0,3,2.2
3003,2,0,0,2.11
3004,1,0,0,1.37
3005,1,0,1,1.79
3006,3,0,2,1.92
3007,2,0,1,3.83
3008,1,0,0,3.13
3009,3,0,0,2.36
3010,2,0,3,0.73
3011,3,0,3,0.36
3012,2,0,0,1.73
3013,3,0,3,0.53
3014,3,0,3,0.95
3015,1,0,2,3.52
3016,1,0,3,0.66
3017,3,0,2,1.47
3018,1,0,2,1.03
3019,1,0,2,1.14
3020,0,0,1,1.52
3021,1,0,2,1.75
3022,0,0,0,2.91
3023,2,0,0,1.53
3024,0,0,1,1.7
3025,1,0,1,1.46
3026,0,0,0,2.35
3027,0,0,1,1.65
3028,3,0,1,4.09
3029,1,0,2,1.01
3030,1,0,0,6.3
3031,1,0,3,0.89
3032,1,0,0,1.36
3033,2,0,3,0.35
3034,3,0,2,1.03
3035,2,0,1,4.19
3036,3,0,2,0.75
3037,1,0,3,0.53
3038,3,0,1,3.38
3039,2,0,2,1.86
3040,3,0,3,0.47
3041,0,0,0,2.76
3042,2,0,2,1.61
3043,1,0,3,0.3
3044,1,0,3,0.71
3045,1,1,0,1.31
3046,1,0,2,1.53
3047,0,0,3,0.35
3048,1,0,0,1.44
3049,1,0,2,1.06
3050,2,0,3,1.7
3051,0,0,0,1.31
3052,0,0,1,2.16
3053,0,0,3,1.48
3054,1,0,1,3.85
3055,2,0,3,0.61
3056,2,0,2,1.85
3057,1,0,2,2.4
3058,2,0,3,0.48
3059,2,0,2,1.19
3060,0,0,3,0.67
3061,0,0,2,2.65
3062,2,0,0,2.01
3063,2,0,3,1.57
3064,1,0,3,0.73
3065,1,0,2,1.45
3066,1,0,2,1.06
3067,0,0,1,1.71
3068,3,0,1,1.44
3069,2,0,2,0.87
3070,3,0,3,1.38
3071,2,0,0,2.23
3072,1,0,3,1.77
3073,1,1,2,1.29
3074,1,0,3,0.52
3075,3,0,2,1.01
3076,2,0,1,1.39
3077,1,0,2,1.05
3078,2,0,2,1.17
3079,3,0,0,2.67
3080,2,0,3,0.89
3081,1,0,2,2.39
3082,1,0,2,0.97
3083,1,0,1,1.12
3084,1,0,2,1.07
3085,0,0,3,1.63
3086,3,0,2,1.04
3087,2,0,3,0.71
3088,3,0,2,0.85
3089,2,0,0,2.17
3090,3,0,3,0.41
3091,1,0,1,1.74
3092,1,0,3,2.65
3093,3,0,1,1.15
3094,2,0,2,1.03
3095,3,0,2,1.37
3096,1,1,0,1.53
3097,2,0,0,7.42
3098,3,0,0,2.299
3099,3,0,3,0.7
3100,1,0,0,2.17
3101,0,0,0,2.29
3102,1,0,1,1.91
3103,3,0,2,0.93
3104,0,0,0,5.47
3105,1,1,2,1.45
3106,1,0,3,0.41
3107,0,0,2,3.01
3108,1,0,2,1.25
3109,2,0,0,5.21
3110,0,0,2,3.1
3111,1,0,2,2.92
3112,1,0,3,0.71
3113,0,0,0,1.399
3114,1,0,1,4.56
3115,1,0,1,1.99
3116,1,0,1,1.14
3117,0,0,0,2.46
3118,3,0,0,3.68
3119,3,0,2,1.14
3120,3,0,3,0.22
3121,2,0,3,1.42
3122,1,0,1,4.27
3123,1,0,3,1.71
3124,1,1,3,0.55
3125,0,0,0,5.43
3126,1,0,2,3.1
3127,0,0,3,1.18
3128,0,0,3,0.82
3129,0,0,1,1.5
3130,2,0,1,1.74
3131,1,0,1,3.28
3132,1,0,2,3.1
3133,1,0,2,1.37
3134,2,0,3,0.37
3135,0,0,1,1.37
3136,1,0,0,2.27
3137,1,0,0,5.553
3138,0,0,1,1.31
3139,1,0,3,0.44
3140,1,0,0,4.67
3141,1,0,3,0.83
3142,0,1,1,1.07
3143,1,0,1,4.18
3144,1,0,2,1.82
3145,1,0,2,3.93
3146,1,0,3,1.17
3147,0,0,3,2.42
3148,0,0,1,6.02
3149,0,0,1,2.6
3150,0,0,1,1.28
3151,0,0,0,1.29
3152,1,0,2,1.06
3153,1,0,1,1.59
3154,1,0,3,1.99
3155,0,0,0,20.67
3156,2,0,2,2.15
3157,1,0,1,2.17
3158,2,0,3,0.55
3159,1,0,2,1.54
3160,3,0,3,0.46
3161,1,0,3,0.98
3162,0,0,2,1.35
3163,1,0,3,0.62
3164,1,0,0,1.38
3165,0,0,1,3.99
3166,3,0,1,2.34
3167,1,0,1,1.77
3168,1,0,2,2.97
3169,2,0,3,0.48
3170,1,0,2,1.3
3171,0,0,0,3.1
3172,2,0,1,1.4
3173,0,0,2,1.59
3174,1,0,2,1.56
3175,1,0,2,0.86
3176,3,0,2,2.93
3177,0,0,2,0.82
3178,1,0,2,1.19
3179,2,0,1,3.99
3180,0,0,1,3.97
3181,1,0,0,1.399
3182,2,0,2,1.45
3183,0,1,3,0.71
3184,0,0,1,1.48
3185,1,0,2,1.03
3186,0,0,0,2.62
3187,3,0,3,0.41
3188,0,1,3,0.6
3189,1,0,2,3.19
3190,1,0,3,0.35
3191,1,0,1,1.77
3192,0,0,3,1.42
3193,1,0,1,1.71
3194,3,0,3,0.6
3195,1,0,1,1.81
3196,3,0,2,0.84
3197,0,1,2,1.28
3198,1,0,2,0.99
3199,0,0,3,1.82
3200,0,0,1,1.76
3201,2,0,3,1.59
3202,1,0,3,0.44
3203,3,0,1,3.43
3204,3,0,3,1.4
3205,0,0,0,3.599
3206,3,0,0,2.26
3207,2,0,3,1.48
3208,2,0,1,1.64
3209,1,0,2,1.81
3210,1,0,2,3.43
3211,0,0,1,1.3
3212,1,0,2,0.93
3213,1,1,1,1.69
3214,0,0,3,2.14
3215,0,0,3,1.29
3216,1,2,1,1.85
3217,3,1,0,1.5
3218,3,0,3,0.41
3219,2,0,2,0.92
3220,3,0,0,1.9
3221,2,0,0,1.93
3222,3,0,3,0.87
3223,0,1,1,2.26
3224,3,0,3,0.38
3225,1,0,3,0.47
3226,2,0,2,1.45
3227,1,0,2,2.99
3228,2,0,0,2.4
3229,3,0,2,1.31
3230,1,0,3,0.65
3231,1,0,1,1.74
3232,2,0,1,3.92
3233,1,0,0,3.12
3234,2,0,3,0.37
3235,0,0,2,1.3
3236,3,0,1,1.66
3237,1,0,2,2.3
3238,2,0,0,6.54
3239,1,0,2,1.06
3240,1,0,0,2.44
3241,2,0,1,1.76
3242,1,0,3,0.72
3243,1,0,3,0.39
3244,0,0,0,2.099
3245,1,0,3,0.74
3246,3,0,3,0.37
3247,2,0,0,1.5
3248,1,1,3,0.66
3249,2,0,2,0.86
3250,2,0,2,0.98
3251,2,1,1,1.41
3252,2,0,3,1.33
3253,1,0,3,1.45
3254,1,0,1,2.09
3255,1,0,1,2.03
3256,1,0,2,1.25
3257,0,0,1,3.22
3258,1,0,1,4.31
3259,1,0,0,4.9
3260,1,0,0,1.93
3261,1,0,1,1.11
3262,2,0,0,1.58
3263,1,0,2,1.11
3264,3,0,3,0.41
3265,1,2,1,2.28
3266,2,0,3,1.73
3267,0,0,2,1.11
3268,2,0,0,1.83
3269,0,0,0,3.19
3270,1,0,3,1.04
3271,0,1,2,1.11
3272,1,0,3,0.99
3273,1,0,2,3.52
3274,1,0,1,1.34
3275,1,0,0,3.89
3276,1,0,3,0.46
3277,1,0,2,0.77
3278,3,0,2,1.14
3279,0,0,0,1.399
3280,0,0,3,1.06
3281,1,0,2,1.44
3282,0,0,2,1.81
3283,2,0,2,1.25
3284,3,0,2,1.39
3285,0,0,1,2.28
3286,1,0,2,1.31
3287,3,0,3,0.54
3288,3,1,3,2.25
3289,1,0,1,1.76
3290,1,0,2,3.4
3291,0,0,0,2.29
3292,0,0,3,1.22
3293,1,0,1,1.6
3294,2,0,1,1.74
3295,1,0,2,0.97
3296,1,0,1,1.74
3297,3,0,3,1.47
3298,1,0,1,1.14
3299,1,0,1,2.54
